Loc,Loc Zn,Loc Name,Loc Purp Desc,Loc/QTI,Flow Ind,DC,OPC,TSQ,OAC,IT,Auth Overrun Ind,Nom Cap Exceed Ind,All Qty Avail,Qty Reason,date,cycle
9256,PANHANDLE,ENERGAS/TW  RONNIE MAHONEY,MQ,DPQ,D,,2.0,0.0,2.0,N,N,N,N,Design Capacity unavailable,01-17-2024,Final
78423,SAN JUAN,ENTERPRISE CHACO PLANT I/C,M2,RPQ,R,250000.0,210000.0,99560.0,110440.0,Y,N,N,Y,,01-17-2024,Final
78093,CENTRAL,ENTERPRISE EDDY,M2,RPQ,R,100000.0,100000.0,43000.0,57000.0,Y,N,Y,Y,,01-17-2024,Final
79075,WEST TEXAS,ENTERPRISE SOUTH EDDY,M2,RPQ,R,200000.0,200000.0,83536.0,116464.0,Y,N,N,Y,,01-17-2024,Final
100703,WEST TEXAS,ENTERPRISE SOUTH EDDY FUEL,MQ,DPQ,D,10000.0,10000.0,0.0,10000.0,N,N,N,Y,,01-17-2024,Final
500515,WEST TEXAS,ENTERPRISE WAHA PECOS,MQ,DPQ,D,180000.0,180000.0,79601.0,100399.0,N,N,N,Y,,01-17-2024,Final
500515,WEST TEXAS,ENTERPRISE WAHA PECOS,M2,RPQ,R,150000.0,150000.0,81250.0,68750.0,Y,N,N,Y,,01-17-2024,Final
56943,WEST TEXAS,ENTERPRISE WARD,MQ,DPQ,D,155000.0,155000.0,59301.0,95699.0,Y,N,N,Y,,01-17-2024,Final
79063,WEST TEXAS,EOG PITCHFORK-DELIVERY,MQ,DPQ,D,10000.0,13500.0,10000.0,3500.0,Y,N,N,Y,,01-17-2024,Final
500249,WEST TEXAS,EOG PRONGHORN,M2,RPQ,R,50000.0,50000.0,0.0,50000.0,N,N,N,Y,,01-17-2024,Final
79072,WEST TEXAS,EOG RATTLESNAKE,MQ,DPQ,D,11720.0,13000.0,11000.0,2000.0,Y,N,N,Y,,01-17-2024,Final
100757,WEST TEXAS,EOG Red Hills,MQ,DPQ,D,55000.0,55000.0,34000.0,21000.0,Y,N,N,Y,,01-17-2024,Final
78269,WEST TEXAS,ETC BLK #16 FUEL,MQ,DPQ,D,1000.0,2000.0,1.0,1999.0,Y,N,N,Y,,01-17-2024,Final
79087,WEST TEXAS,ETC HALLEY,M2,RPQ,R,90000.0,90000.0,54957.0,35043.0,Y,N,N,Y,,01-17-2024,Final
100704,PANHANDLE,ETC ISAAC FUEL,MQ,DPQ,D,2000.0,2000.0,122.0,1878.0,Y,N,N,Y,,01-17-2024,Final
1190,WEST TEXAS,ETC KEYSTONE WINKLER PLANT,M2,RPQ,R,95000.0,95000.0,0.0,95000.0,N,N,N,Y,,01-17-2024,Final
100701,WEST TEXAS,ETC PYOTE FUEL,MQ,DPQ,D,2000.0,2000.0,700.0,1300.0,Y,N,N,Y,,01-17-2024,Final
500607,WEST TEXAS,ETC PYOTE STATION  145,MQ,DPQ,D,1000.0,1000.0,250.0,750.0,Y,N,N,Y,,01-17-2024,Final
100705,WEST TEXAS,ETC RED HILLS FUEL,MQ,DPQ,D,8000.0,8000.0,4919.0,3081.0,Y,N,N,Y,,01-17-2024,Final
9109,WEST TEXAS,ETC WAHA DELIVERY,MQ,DPQ,D,22000.0,22000.0,0.0,22000.0,N,N,N,Y,,01-17-2024,Final
9109,WEST TEXAS,ETC WAHA DELIVERY,M2,RPQ,R,30000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
500392,WEST TEXAS,ETC WAHA FUEL (COMP 765),MQ,DPQ,D,270.0,3000.0,1.0,2999.0,Y,N,N,Y,,01-17-2024,Final
78358,WEST TEXAS,ETC WALTON FUEL,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
13231,PANHANDLE,EZELL-CAFFEY (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
78449,CENTRAL,FEAGAN CHAVES,M2,RPQ,R,50000.0,5000.0,1000.0,4000.0,Y,N,N,Y,,01-17-2024,Final
500046,W. THOREAU,FLAGSTAFF 89 NORTH,MQ,DPQ,D,20000.0,20000.0,0.0,20000.0,N,N,N,Y,,01-17-2024,Final
500134,W. THOREAU,FLAGSTAFF DELIVERY POINT,MQ,DPQ,D,31000.0,31000.0,13034.0,17966.0,N,N,N,Y,,01-17-2024,Final
500619,W. THOREAU,FOREST BRANCH,MQ,DPQ,D,250.0,2500.0,0.0,2500.0,N,N,N,Y,,01-17-2024,Final
13291,PANHANDLE,FRANK SIMMS,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
10552,CENTRAL,FRONTIER MALJAMAR PLANT,M2,RPQ,R,75000.0,75000.0,50533.0,24467.0,Y,N,N,Y,,01-17-2024,Final
13242,PANHANDLE,G MCCUISTION FARM TAP,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
100744,WEST TEXAS,GCX WAHA,MQ,DPQ,D,250000.0,250000.0,0.0,250000.0,N,N,N,Y,,01-17-2024,Final
13472,PANHANDLE,GEORGE BROWN,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
78495,PHOENIX,GERMANN DELIVERY,MQ,DPQ,D,100000.0,100000.0,0.0,100000.0,N,N,N,Y,,01-17-2024,Final
57773,SAN JUAN,GIANT INDUSTRIES I/C DELIVERY,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
50895,WEST TEXAS,GILA 4 DEEP COM #1,M2,RPQ,R,17000.0,17000.0,0.0,17000.0,N,N,N,Y,,01-17-2024,Final
78480,PHOENIX,GILA RIVER PLANT,MQ,DPQ,D,485000.0,485000.0,119062.0,365938.0,N,N,N,Y,,01-17-2024,Final
78489,PHOENIX,GRAND AVENUE DELIVERY,MQ,DPQ,D,35000.0,43800.0,7037.0,36763.0,N,N,N,Y,,01-17-2024,Final
78069,W. THOREAU,GRIFFITH ENERGY DEL,MQ,DPQ,D,120000.0,120000.0,81172.0,38828.0,N,N,N,Y,,01-17-2024,Final
13315,PANHANDLE,H SIMONS #1,MQ,DPQ,D,3000.0,3000.0,24.0,2976.0,N,N,N,Y,,01-17-2024,Final
35350,PANHANDLE,HAGY M.M.,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13284,PANHANDLE,HAROLD D. BIGGS,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
13241,PANHANDLE,HAROLD R STEWART,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13322,PANHANDLE,HORN MCCLUE,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
58444,PANHANDLE,I.S.I. FARM TAP-PARMER,MQ,DPQ,D,5000.0,11000.0,2350.0,8650.0,N,N,N,Y,,01-17-2024,Final
500239,CENTRAL,IACX BITTER LAKES,M2,RPQ,R,60000.0,59000.0,8200.0,50800.0,N,N,N,Y,,01-17-2024,Final
500238,CENTRAL,IACX RED BLUFF,M2,RPQ,R,40000.0,45000.0,6503.0,38497.0,N,N,N,Y,,01-17-2024,Final
56935,CENTRAL,INTEGRATED SERVICES DP-CHAVES,MQ,DPQ,D,3100.0,3100.0,2346.0,754.0,N,N,N,Y,,01-17-2024,Final
79001,WEST TEXAS,INTREPID NORTH,MQ,DPQ,D,,3800.0,23.0,3777.0,Y,N,N,N,Design Capacity unavailable,01-17-2024,Final
13268,PANHANDLE,J T ROGERS,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13274,PANHANDLE,J. D. KELLY,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13313,PANHANDLE,JACK SLOAN,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13255,PANHANDLE,JENKINS W. ESTATES,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13262,PANHANDLE,JOHN LAUAKE,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
79030,WEST TEXAS,JV RANCH,MQ,DPQ,D,100000.0,100000.0,0.0,100000.0,N,N,N,Y,,01-17-2024,Final
79030,WEST TEXAS,JV RANCH,M2,RPQ,R,100000.0,100000.0,35951.0,64049.0,Y,N,N,Y,,01-17-2024,Final
56659,W. THOREAU,KINGMAN INTERCONNECT,MQ,DPQ,D,18000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Final
78386,WEST TEXAS,KM KEYSTONE STORAGE,MQ,DPQ,D,150000.0,150000.0,23477.0,126523.0,N,N,N,Y,,01-17-2024,Final
78386,WEST TEXAS,KM KEYSTONE STORAGE,M2,RPQ,R,211000.0,211000.0,101047.0,109953.0,Y,N,N,Y,,01-17-2024,Final
500048,PANHANDLE,KOTARA FARMS INC.,MQ,DPQ,D,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
13328,PANHANDLE,L LUSK,MQ,DPQ,D,3000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
59330,PANHANDLE,LAKEVIEW/BARNETT FTP,MQ,DPQ,D,1000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13247,PANHANDLE,LAWRENCE MELCHER,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13250,PANHANDLE,LEON DAUGHERTY,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13273,PANHANDLE,M. J. NOEL,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500537,SAN JUAN2,MAPCO FUEL-IGNACIO,MQ,DPQ,D,630.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
78440,WEST TEXAS,MARKWEST LINAM RANCH,MQ,DPQ,D,60000.0,0.0,0.0,0.0,N,N,N,Y,,01-17-2024,Final
100737,CENTRAL,MARLAN PLANT,M2,RPQ,R,200000.0,200000.0,10000.0,190000.0,Y,N,N,Y,,01-17-2024,Final
100741,CENTRAL,MARLAN PLANT FUEL,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
13288,PANHANDLE,MARY E. MCCRAY,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
79021,W. THOREAU,MERCATOR MINING,MQ,DPQ,D,20000.0,0.0,0.0,0.0,N,N,N,Y,,01-17-2024,Final
79027,PHOENIX,MESQUITE PLANT,MQ,DPQ,D,230000.0,235000.0,0.0,235000.0,N,N,N,Y,,01-17-2024,Final
13204,PANHANDLE,MILLS-FLEMING (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
56696,W. THOREAU,MOJAVE TOPOCK,MQ,DPQ,D,345000.0,345000.0,0.0,345000.0,N,N,N,Y,,01-17-2024,Final
100716,PANHANDLE,NANNETTE GARCIA,MQ,DPQ,D,3000.0,3000.0,1.0,2999.0,N,N,N,Y,,01-17-2024,Final
78494,PHOENIX,NEW FLORENCE DELIVERY,MQ,DPQ,D,10000.0,10000.0,0.0,10000.0,N,N,N,Y,,01-17-2024,Final
13306,PANHANDLE,NEW MEXICO NAT. GAS CARSON TAP,MQ,DPQ,D,500.0,5000.0,7.0,4993.0,N,N,N,Y,,01-17-2024,Final
57538,PANHANDLE,NEW MEXICO NATURAL GAS,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
6838,CENTRAL,NGPL EDDY COUNTY,MQ,DPQ,D,100000.0,0.0,0.0,0.0,N,N,N,Y,,01-17-2024,Final
500085,CENTRAL,NMG  WINGATE TBS,MQ,DPQ,D,30000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Final
500084,CENTRAL,NMG BELEN TBS,MQ,DPQ,D,14000.0,14000.0,6934.0,7066.0,N,N,N,Y,,01-17-2024,Final
56422,SAN JUAN,NMG BLOOMFIELD,MQ,DPQ,D,150000.0,165000.0,126983.0,38017.0,Y,N,N,Y,,01-17-2024,Final
9238,CENTRAL,NMG CHAVES,MQ,DPQ,D,20000.0,20000.0,0.0,20000.0,N,N,N,Y,,01-17-2024,Final
500097,CENTRAL,NMG CITY OF DEXTER DEL.,M2,RPQ,R,11000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
500097,CENTRAL,NMG CITY OF DEXTER DEL.,MQ,DPQ,D,30000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Final
78421,SAN JUAN,NMG CITY OF FARMINGTON I/C,MQ,DPQ,D,50000.0,50000.0,0.0,50000.0,N,N,N,Y,,01-17-2024,Final
9236,PANHANDLE,NMG CURRY COUNTY,MQ,DPQ,D,22000.0,13000.0,3141.0,9859.0,Y,N,N,Y,,01-17-2024,Final
79091,PANHANDLE,NMG FARWELL,MQ,DPQ,D,30000.0,30000.0,978.0,29022.0,N,N,N,Y,,01-17-2024,Final
79092,WEST TEXAS,NMG MONUMENT,MQ,DPQ,D,30000.0,30000.0,17955.0,12045.0,N,N,N,Y,,01-17-2024,Final
79041,SAN JUAN,NMG NAPI I/C,MQ,DPQ,D,1500.0,1500.0,0.0,1500.0,N,N,N,Y,,01-17-2024,Final
60921,CENTRAL,NMG RIO PUERCO BI-DIR,MQ,DPQ,D,300000.0,300000.0,40040.0,259960.0,N,N,N,Y,,01-17-2024,Final
60921,CENTRAL,NMG RIO PUERCO BI-DIR,M2,RPQ,R,160000.0,150000.0,0.0,150000.0,N,N,N,Y,,01-17-2024,Final
58710,CENTRAL,NMG THOMPSON,MQ,DPQ,D,50000.0,50000.0,37992.0,12008.0,Y,N,N,Y,,01-17-2024,Final
100746,WEST TEXAS,NMGC Potash,MQ,DPQ,D,5000.0,5000.0,169.0,4831.0,Y,N,N,Y,,01-17-2024,Final
12510,PANHANDLE,NMNG/ WILLIE WICK FARMS TAP,MQ,DPQ,D,3000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
78041,PANHANDLE,NMNG/SHERMAN CO TAP #1,MQ,DPQ,D,5000.0,20000.0,0.0,20000.0,N,N,N,Y,,01-17-2024,Final
78042,PANHANDLE,NMNG/SHERMAN CO TAP #2,MQ,DPQ,D,2000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
78362,PANHANDLE,NMNG/SHERMAN CO TAP #3,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
78407,PANHANDLE,NMNG/SHERMAN CO TAP #4,MQ,DPQ,D,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
61334,WEST TEXAS,NNG/TW ESTES WARD,MQ,DPQ,D,50000.0,55000.0,48656.0,6344.0,N,N,N,Y,,01-17-2024,Final
60667,PANHANDLE,NNG/TW GRAY ITE,MQ,DPQ,D,175000.0,200000.0,5335.0,194665.0,N,N,N,Y,,01-17-2024,Final
60667,PANHANDLE,NNG/TW GRAY ITE,M2,RPQ,R,200000.0,150000.0,2991.0,147009.0,N,N,N,Y,,01-17-2024,Final
78451,PANHANDLE,NTG HUTCHINSON,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
500383,W. THOREAU,NUCOR STEEL I/C,MQ,DPQ,D,5000.0,5000.0,1500.0,3500.0,N,N,N,Y,,01-17-2024,Final
500533,SAN JUAN2,NWPL LA PLATA I/C,MQ,DPQ,D,40000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
500533,SAN JUAN2,NWPL LA PLATA I/C,M2,RPQ,R,300000.0,300000.0,0.0,300000.0,N,N,N,Y,,01-17-2024,Final
8516,WEST TEXAS,OASIS BLOCK 16 - DEL,MQ,DPQ,D,150000.0,150000.0,0.0,150000.0,N,N,N,Y,,01-17-2024,Final
500128,PANHANDLE,OLSON TAP,MQ,DPQ,D,1000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
12353,PANHANDLE,ONEOK CARSON,MQ,DPQ,D,50000.0,60000.0,0.0,60000.0,N,N,N,Y,,01-17-2024,Final
500168,WEST TEXAS,ONEOK WARD,MQ,DPQ,D,200000.0,200000.0,19700.0,180300.0,N,N,N,Y,,01-17-2024,Final
500168,WEST TEXAS,ONEOK WARD,M2,RPQ,R,200000.0,0.0,0.0,0.0,N,N,N,Y,,01-17-2024,Final
8042,PANHANDLE,PEPL HANSFORD CACTUS,MQ,DPQ,D,80000.0,80000.0,52416.0,27584.0,N,N,N,Y,,01-17-2024,Final
13267,PANHANDLE,PETE FISHBACHER,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
56698,W. THOREAU,PG&E TOPOCK,M2,RPQ,R,50000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
56698,W. THOREAU,PG&E TOPOCK,MQ,DPQ,D,375000.0,380000.0,114289.0,265711.0,N,N,N,Y,,01-17-2024,Final
13266,PANHANDLE,PHILLIP JENKINS,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
100747,WEST TEXAS,PHP TW Waha,MQ,DPQ,D,25000.0,25000.0,20000.0,5000.0,N,N,N,Y,,01-17-2024,Final
13194,PANHANDLE,PLAINS GAS (SALE),MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
79065,CENTRAL,PNM LA LUZ,MQ,DPQ,D,25000.0,25000.0,2467.0,22533.0,N,N,N,Y,,01-17-2024,Final
79088,PANHANDLE,POTTER VALLEY FARMS,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
78482,PHOENIX,PRESCOTT VALLEY NORTH DELIVERY,MQ,DPQ,D,15000.0,15000.0,0.0,15000.0,N,N,N,Y,,01-17-2024,Final
78483,PHOENIX,PRESCOTT VALLEY SOUTH DELIVERY,MQ,DPQ,D,35000.0,35000.0,0.0,35000.0,N,N,N,Y,,01-17-2024,Final
79043,PANHANDLE,PRINGLE TAP,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
78342,SAN JUAN2,QUESTAR BLOOMFIELD I/C,MQ,DPQ,D,120000.0,120000.0,600.0,119400.0,Y,N,N,Y,,01-17-2024,Final
13325,PANHANDLE,R A BURRUS,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
78490,PHOENIX,RAINBOW VALLEY DELIVERY,MQ,DPQ,D,35000.0,35000.0,5084.0,29916.0,N,N,N,Y,,01-17-2024,Final
28924,PANHANDLE,RANDALL DEL AMARILLO TW,MQ,DPQ,D,1500.0,2800.0,0.0,2800.0,N,N,N,Y,,01-17-2024,Final
13249,PANHANDLE,RAYMOND BIGGS,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500538,SAN JUAN2,RED CEDAR ARKANSAS LOOP,M2,RPQ,R,350000.0,350000.0,87289.0,262711.0,Y,N,N,Y,,01-17-2024,Final
78121,SAN JUAN2,RED CEDAR LAPLATA REC,M2,RPQ,R,50000.0,50000.0,10000.0,40000.0,N,N,N,Y,,01-17-2024,Final
78484,PHOENIX,RED HAWK PLANT,MQ,DPQ,D,500000.0,500000.0,26450.0,473550.0,N,N,N,Y,,01-17-2024,Final
79051,WEST TEXAS,REGENCY KEYSTONE FUEL TAP,MQ,DPQ,D,2000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
13320,PANHANDLE,ROCKWELL ACRES,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
78398,W. THOREAU,ROPER #2 TAP,MQ,DPQ,D,20.0,500.0,0.0,500.0,N,N,N,Y,,01-17-2024,Final
500528,W. THOREAU,ROPER FARM TAP,MQ,DPQ,D,500.0,100.0,0.0,100.0,N,N,N,Y,,01-17-2024,Final
13198,W. THOREAU,S.W. GAS-WILLOW VALLEY SALES,MQ,DPQ,D,1000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
78493,PHOENIX,SANTAN LATERAL I/C,MQ,DPQ,D,203500.0,203500.0,0.0,203500.0,N,N,N,Y,,01-17-2024,Final
78496,PHOENIX,SANTAN PLANT,MQ,DPQ,D,144084.0,203000.0,40020.0,162980.0,N,N,N,Y,,01-17-2024,Final
100719,WEST TEXAS,SENDERO CRAWFORD,M2,RPQ,R,110000.0,110000.0,18000.0,92000.0,Y,N,N,Y,,01-17-2024,Final
500086,W. THOREAU,SNOWBOWL TAP,MQ,DPQ,D,100.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
10487,W. THOREAU,SOCAL NEEDLES,M2,RPQ,R,100000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
10487,W. THOREAU,SOCAL NEEDLES,MQ,DPQ,D,850000.0,850000.0,379812.0,470188.0,Y,N,N,Y,,01-17-2024,Final
56697,W. THOREAU,SOCAL TOPOCK,MQ,DPQ,D,300000.0,300000.0,0.0,300000.0,N,N,N,Y,,01-17-2024,Final
13208,PANHANDLE,SOUTH POMERTON HILL (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13197,PANHANDLE,SOUTH SHAFFER #4 (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
10594,PANHANDLE,SOUTHERN STAR-CANADIAN RIVER,MQ,DPQ,D,150000.0,150000.0,25244.0,124756.0,Y,N,N,Y,,01-17-2024,Final
10594,PANHANDLE,SOUTHERN STAR-CANADIAN RIVER,M2,RPQ,R,150000.0,175000.0,21752.0,153248.0,Y,N,N,Y,,01-17-2024,Final
78403,PANHANDLE,SOUTHWEST CHEESE I/C,MQ,DPQ,D,5000.0,5000.0,2500.0,2500.0,N,N,N,Y,,01-17-2024,Final
13253,PANHANDLE,SPUR RANCH FARM TAP,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
78509,PANHANDLE,SPURLOCK #1,MQ,DPQ,D,3500.0,5000.0,14.0,4986.0,N,N,N,Y,,01-17-2024,Final
79040,PHOENIX,SRP MESQUITE,MQ,DPQ,D,125000.0,125000.0,24438.0,100562.0,N,N,N,Y,,01-17-2024,Final
54005,WEST TEXAS,STATE 20 #1,M2,RPQ,R,9500.0,9500.0,0.0,9500.0,N,N,N,Y,,01-17-2024,Final
78392,PANHANDLE,STOVALL # 4 FTP,MQ,DPQ,D,3000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
500390,PANHANDLE,SUM WTG DELIVERY PT. T,MQ,DPQ,D,7000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500648,WEST TEXAS,SUM WTG NEW MEX DEL FTPS,MQ,DPQ,D,6000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
13201,PANHANDLE,SUMMERFIELD (FARM TAP),MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
78481,PHOENIX,SUN VALLEY SOUTH DELIVERY,MQ,DPQ,D,35000.0,35000.0,880.0,34120.0,N,N,N,Y,,01-17-2024,Final
78492,PHOENIX,SUNDANCE PLANT,MQ,DPQ,D,210000.0,210000.0,5000.0,205000.0,N,N,N,Y,,01-17-2024,Final
100774,PHOENIX,SWG Agua Fria,MQ,DPQ,D,18000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
79061,PHOENIX,SWG JOMAX,MQ,DPQ,D,25900.0,24900.0,1662.0,23238.0,N,N,N,Y,,01-17-2024,Final
100787,CENTRAL,Shadow Fuel,MQ,DPQ,D,800.0,5000.0,789.0,4211.0,Y,N,N,Y,,01-17-2024,Final
500293,CENTRAL,TARGA AID STATE #1,M2,RPQ,R,35000.0,52000.0,0.0,52000.0,N,N,N,Y,,01-17-2024,Final
100739,WEST TEXAS,TARGA DK BOYD FUEL,MQ,DPQ,D,3800.0,4000.0,2625.0,1375.0,Y,N,N,Y,,01-17-2024,Final
78308,CENTRAL,TARGA DODD,M2,RPQ,R,20000.0,20000.0,0.0,20000.0,N,N,N,Y,,01-17-2024,Final
79073,WEST TEXAS,TARGA ENERGY OUTRIGGER,M2,RPQ,R,60000.0,60000.0,0.0,60000.0,N,N,N,Y,,01-17-2024,Final
79074,WEST TEXAS,TARGA FUEL,MQ,DPQ,D,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
78395,CENTRAL,TARGA HARD STICK,M2,RPQ,R,0.0,40000.0,0.0,40000.0,N,N,N,Y,,01-17-2024,Final
500655,CENTRAL,TARGA LEC CROSSOVER,M2,RPQ,R,35000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
55152,WEST TEXAS,TARGA LIVINGSTON RIDGE CDP,M2,RPQ,R,12000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
500303,CENTRAL,TARGA RIO PECOS,M2,RPQ,R,55000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Final
79028,WEST TEXAS,TARGA ROJO BANCO,M2,RPQ,R,475000.0,475000.0,335426.0,139574.0,Y,N,N,Y,,01-17-2024,Final
500657,WEST TEXAS,TARGA SHUGART LATERAL TAP #2 OF 4,M2,RPQ,R,15000.0,15000.0,0.0,15000.0,N,N,N,Y,,01-17-2024,Final
500232,CENTRAL,TARGA STATE 27,M2,RPQ,R,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
500228,PANHANDLE,TGC BRILLHART,M2,RPQ,R,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
13239,PANHANDLE,THAD M OSBORNE FARM TAP,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500529,W. THOREAU,THORNTON FARM TAP,MQ,DPQ,D,1000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
100726,PANHANDLE,TKO HANSFORD,MQ,DPQ,D,2500.0,2500.0,0.0,2500.0,N,N,N,Y,,01-17-2024,Final
79026,PANHANDLE,TKO WILLIAMS,MQ,DPQ,D,1600.0,1600.0,16.0,1584.0,N,N,N,Y,,01-17-2024,Final
100718,WEST TEXAS,TRANS PECOS I/C,MQ,DPQ,D,500000.0,500000.0,52912.0,447088.0,Y,N,N,Y,,01-17-2024,Final
79031,PANHANDLE,TURKEY TRACK,MQ,DPQ,D,500.0,500.0,0.0,500.0,N,N,N,Y,,01-17-2024,Final
13335,PANHANDLE,TW (CABOT) RANDALL CO COUNTRY CLUB,MQ,DPQ,D,5000.0,5000.0,28.0,4972.0,N,N,N,Y,,01-17-2024,Final
100771,WEST TEXAS,TW Grey Wolf,M2,RPQ,R,200000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
